"","Country.Region","Vintage","Product.Name","Grade","Consumption.April.2013...March.2014"
"282","Burgundy (Red)",2005,"Pommard Les Petits Noizons 2005 (Domaine de la Vougeraie)","B","0"
"283","Burgundy (Red)",2005,"Volnay Cailleret 1er Cru 2005, Domaine Nicolas Rossignol","B","0"
"284","Burgundy (Red)",2005,"Vosne-Romanée 1er Cru Les Suchots 2005 (Domaine J Confuron Côteditot)","B","0"
"285","Burgundy (Red)",2009,"Aloxe-Corton 1er Cru Les Fournières 2009 (Domaine Tollot-Beaut)","B","0"
"286","Burgundy (Red)",2009,"Beaune Grèves 1er Cru 2009 (Domaine Tollot-Beaut)","B","0"
"287","Burgundy (Red)",2009,"Chambolle-Musigny 2009 (Domaine Confuron-Cotetidot)","B","0"
"288","Burgundy (Red)",2009,"Nuits-St-Georges 1er Cru Clos des Forêts St-Georges 2009 (Domaine de l'Arlot)","B","0"
"289","Burgundy (Red)",2009,"Nuits-St-Georges 1er Cru Les Pruliers 2009 (Jean Grivot)","B","0"
"290","Burgundy (White)",1985,"Bâtard-Montrachet 1985, Grand Cru, J N Gagnard","A1","0"
"291","Burgundy (White)",1988,"Chevalier-Montrachet 1988, Côte de Beaune, Domaine Michel Niellon","A1","0"
"292","Burgundy (White)",1989,"Bâtard-Montrachet 1989, Côte de Beaune, Domaine Gagnard-Delagrange","A1","0"
"293","Burgundy (White)",1990,"Corton-Charlemagne 1990, Grand Cru (Bonneau du Martray)","A1","0"
"294","Burgundy (White)",1997,"Corton Charlemagne 1997, Domaine Bonneau du Martray","B","0"
"295","Burgundy (White)",1998,"Chassagne Montrachet 1998, Domaine Blain Gagnard","B","0"
"296","Burgundy (White)",1998,"Pouilly Fuissé Les Brûlés Château Fuissé 1998, JJ Vincent","B","0"
"297","Burgundy (White)",1998,"Puligny-Montrachet 1er Cru Le Clavoillon 1998, Domaine Leflaive","A","0"
"298","Burgundy (White)",1999,"Chassagne-Montrachet 1er Cru Les Chaumées 1999","A","1"
"299","Burgundy (White)",1999,"Pouilly Fuissé Les Crays Vieilles Vignes 1999, Domaine Daniel Barraud","B","0"
"300","Burgundy (White)",1999,"Puligny-Montrachet 1er Cru Les Champs Canet 1999 (Olivier Leflaive)","B","0"
"301","Burgundy (White)",2000,"Chassagne-Montrachet 1er Cru Les Chenevottes 2000 (Domaine Jean-Noël Gagnard)","B","0"
"302","Burgundy (White)",2000,"Chassagne-Montrachet Marquis de Laguiche 2000 (Joseph Drouin)","A","0"
"303","Burgundy (White)",2000,"Corton-Charlemagne 2000, Grand Cru (Domaine Vincent Girardin)","B","19"
"304","Burgundy (White)",2000,"Pouilly-Fuissé 'Terroir de Vergisson' 2000 (Olivier Merlin)","B","1"
"305","Burgundy (White)",2000,"Puligny-Montrachet Les Champs Gains 2000, (Bouchard Père et Fils)","B","0"
"306","Burgundy (White)",2001,"Bâtard-Montrachet Grand Cru 2001 (Domaine Blain-Gagnard)","A","4"
"307","Burgundy (White)",2001,"Chassagne Montrachet 2001 (Domaine Fontaine-Gagnard)","B","0"
"308","Burgundy (White)",2002,"Chablis 1er Cru Montée de Tonnerre 2002 (Domaine Fèvre)","B","0"
"309","Burgundy (White)",2002,"Chassagne Montrachet 1er Cru Morgeot 2002, Domaine du Duc de Magenta (Louis Jadot)","B","19"
"310","Burgundy (White)",2002,"Chassagne-Montrachet 1er Cru En Virondot 2002 (Domaine Marc Morey)","B","27"
"311","Burgundy (White)",2002,"Pernand-Vergelesses Blanc 2002, Maison Champy","C","0"
"312","Burgundy (White)",2002,"Puligny Montrachet 1er Cru Les Referts 2002 (Louis Jadot)","B","5"
"313","Burgundy (White)",2002,"Rully 1er Cru Margoté 2002, (Domaine Jacqueson)","C","0"
"314","Burgundy (White)",2004,"Chablis Grand Cru Les Clos 2004, (Domaine William Fèvre)","B","41"
"315","Burgundy (White)",2004,"Chablis Grand Cru Vaudèsir 2004, William Fèvre","B","15"
"316","Burgundy (White)",2004,"Chassagne-Montrachet 1er Cru La Grande Montagne 2004 (Domaine Fontaine-Gagnard)","B","47"
"317","Burgundy (White)",2004,"Chassagne-Montrachet 1er Cru Les Caillerets 2004 (Domaine Fontaine-Gagnard)","B",""
"318","Burgundy (White)",2004,"Chassagne-Montrachet 1er Cru Morgeot 2004 (Domaine Jean Noel Gagnard)","B","5"
"319","Burgundy (White)",2004,"Corton Charlemagne Grand Cru 2004, Maison Champy","A","3"
"320","Burgundy (White)",2004,"Pouilly Fuissé La Roche 2004, Bret Brothers","C","3"
"321","Burgundy (White)",2004,"Puligny-Montrachet 1er Cru Hameau de Blagny 2004 (Domaine Etienne Sauzet)","B","37"
"322","Burgundy (White)",2004,"Pulilgny-Montrachet Champ Gain 2004, (Domaine Gagey), Louis Jadot","B","28"
"323","Burgundy (White)",2005,"Chablis 1er Cru Montée de Tonnerre 2005 (Jean-Paul et Benoît Droin)","B","45"
"324","Burgundy (White)",2005,"Corton-Charlemagne Grand Cru 2005, Domaine Bonneau de Martray","A","0"
"325","Burgundy (White)",2005,"Meursault 1er Cru Perrières 2005 (Chanson Père et fils)","B","34"
"326","Burgundy (White)",2005,"Meursault Les Grands Charrons 2005 (Michel Bouzereau et fils)","B","5"
"327","Burgundy (White)",2005,"Puligny-Montrachet 1er Cru Les Champs Gain 2005 (Mischief & Mayhem)","A","11"
"328","Burgundy (White)",2005,"Puligny-Montrachet 1er Cru Les Garennes 2005 (Remoissenet Père et fils)","B","28"
"329","Burgundy (White)",2006,"Corton-Charlemagne Grand Cru 2006, Domaine Rapet","A","25"
"330","Burgundy (White)",2006,"Meursault Charmes 1er Cru 2006, Louis Jadot","B","0"
"331","Burgundy (White)",2006,"Meursault-Charmes 1er Cru 2006, Domaine Henri Germain et fils","B","0"
"332","Burgundy (White)",2006,"Puligny-Montrachet 1er Cru Les Folatières 2006, Louis Jadot","B","1"
"333","Burgundy (White)",2006,"Puligny-Montrachet 1er Cru Les Referts 2006, Remoissenet Père et fils","B","3"
"334","Burgundy (White)",2006,"Puligny-Montrachet Château de Puligny-Montrachet 2006","B","0"
"335","Burgundy (White)",2007,"Chassagne-Montrachet 1er Cru Morgeot Les Fairendes 2007 (Jean-Marc Pillot)","B","0"
"336","Burgundy (White)",2007,"Chassagne-Montrachet 1er Cru Morgeot Vigne Blanche 2007, Château de la Maltroye","B","0"
"337","Burgundy (White)",2007,"Chassagne-Montrachet 1er Cru Morgeot Vigne Blanche 2007, Château de la Maltroye","B","0"
"338","Burgundy (White)",2007,"Meursault 1er Cru Santenots 2007 (Domaine Marquis d'Angerville)","B","0"
"339","Burgundy (White)",2007,"Monthélie Blanc 2007, Château de Puligny-Montrachet","B","8"
"340","Burgundy (White)",2007,"Pouilly-Fuissé Les Vieilles Vignes 2007, Château de Fuissé","B","0"
"341","Burgundy (White)",2007,"Puligny-Montrachet 1er Cru La Clavoillon 2007 (Domaine Leflaive)","A","0"
"342","Burgundy (White)",2008,"Chablis 1er Cru Vaillon 2008, Cuvée Guy Moreau (Domaine Christian Moreau Père et fils)","B","9"
"343","Burgundy (White)",2008,"Corton-Charlemagne 2008 Grand Cru (Bonneau du Martray)","B","0"
"344","Burgundy (White)",2008,"Meursault 1er Cru En Luraule 2008 (Joseph Drouhin)","B","0"
"345","Burgundy (White)",2008,"Puligny-Montrachet Clos de la Garenne 2008 (Domaine du Duc de Magenta) Louis Jadot","B","0"
"346","Californian (Red)",1995,"Mondavi Napa Valley Cabernet Sauvignon 1995","B","0"
"347","Californian (Red)",1996,"Ridge Zinfandel, Geyserville 1996","B","0"
"348","Californian (Red)",1996,"Staglin Cabernet Sauvignon 1996","A","0"
"349","Californian (Red)",1997,"Newton Vineyard 1997 Merlot, Special Cuvee, Napa Valley","B","0"
"350","Californian (Red)",2000,"Dominus 2000 Napanook (Christian Moueix)","B","0"
"351","Californian (Red)",2000,"Ridge Monte Bello 2000","A","0"
"352","Champagne (Non Vintage)",NA,"Berrys UKC Champagne Grand Cru (Mailly) NV","B","132"
"353","Champagne (Non Vintage)",NA,"Bollinger Special Cuvee","B","0"
"354","Champagne (Non Vintage)",NA,"Heidsieck Heritage Brut NV","B","0"
"355","Champagne (Non Vintage)",NA,"Louis Roederer Brut Premier NV","B","0"
"356","Champagne (Non Vintage)",NA,"Pol Roger Brut Reserve","A","27"
"357","Champagne (Non Vintage)",NA,"Louis Roederer Carte Blanche NV","B","25"
"358","Champagne (Vintage)",1964,"Krug 1964, Brut,, Magnums, Reims","A1","0"
"359","Champagne (Vintage)",1982,"Krug 1982, Magnums, Reims","A","0"
"360","Champagne (Vintage)",1985,"Pol Roger Cuvée Sir Winston Churchill 1985","A1","0"
"361","Champagne (Vintage)",1986,"Louis Roederer 1986, Magnums, Reims","A","0"
"362","Champagne (Vintage)",1990,"Louis Roederer Brut 1990","A","0"
"363","Champagne (Vintage)",1995,"Taittinger Comtes de Champagne Blanc de Blancs Brut 1995","A","4"
"364","Champagne (Vintage)",1996,"Bollinger Grande Année 1996","A","0"
"365","Champagne (Vintage)",1996,"Gosset Grand Millésime Brut 1996","A","0"
"366","Champagne (Vintage)",1996,"Louis Roederer Brut 1996","A","0"
"367","Champagne (Vintage)",1996,"Louis Roederer Cristal 1996","A","0"
"368","Champagne (Vintage)",1996,"Taittinger Brut Millesime 1996","B","0"
"369","Champagne (Vintage)",1997,"Alfred Gratien Brut Millésime 1997","B","0"
"370","Champagne (Vintage)",1998,"Pol Roger Brut 1998","B","0"
"371","Champagne (Vintage)",1998,"Taittinger Comtes de Champagne Blanc de Blancs 1998","A","0"
"372","Champagne (Vintage)",2000,"Louis Roederer Brut 2000","A","0"
"373","Champagne (Vintage)",2002,"Legras Présidence Vieilles Vignes Grand Cru Brut 2002","B","5"
"374","Chile",2001,"Le Dix de Los Vascos 2001 (Domaine Barons de Rothschild) Colchagua","B","3"
"375","English & Welsh",2004,"Chapel Down Bacchus Lamberhurst Estate Reserve 2004","C","0"
"376","English & Welsh",2004,"Denbies Bacchus 2004","C","0"
"377","English & Welsh",2004,"Three Choirs Siegerrebe Estate Reserve 2004","C","0"
"378","English & Welsh",2006,"Denbies Ortega 2006","C","10"
"379","English & Welsh",2006,"Denbies Schönburger 2006","B","11"
"380","English & Welsh",2007,"Chapel Down Bacchus Reserve 2007","C","26"
"381","English & Welsh",2009,"Camel Valley Bacchus 2009","C","23"
"382","English & Welsh",2009,"Chapel Down Chardonnay 2009","C","3"
"383","English & Welsh",2009,"Chapel Down Pinot Blanc 2009","C","0"
"384","English & Welsh",2009,"Three Choirs Willow Brook 2009","C","29"
"385","English & Welsh",2010,"Camel Valley Atlantic Dry 2010","C","9"
"386","English & Welsh",2010,"Chapel Down Chardonnay 2010","C","0"
"387","English & Welsh",2010,"Furleigh Estate Bacchus Fumé 2010","C","0"
"388","English & Welsh",NA,"Three Choirs Annum","C","0"
"389","Italian (Red)",1994,"Masseto 1994, Bolgheri (Ornellaia)","B","0"
"390","Italian (Red)",1995,"Barolo Claudio Alario 1995","B","0"
"391","Italian (Red)",1996,"Chianti Classico Riserva, Fonterutoli 1996","B","0"
"392","Italian (Red)",1997,"Avvoltore 1997, Maremme Tuscana","B","0"
"393","Italian (Red)",1999,"Allegrini La Poja 1999","A","0"
"394","Italian (Red)",1999,"Brunello di Montalcino Riserva Talenti 1999","B","0"
"395","Italian (Red)",1999,"Gavi di Gavi, La Chiara 1999","U","0"
"396","Italian (Red)",2000,"Paleo Le Macchiole 2000, Bolgheri","B","0"
"397","Italian (Red)",2001,"Flaccianello della Pieve 2001, Fontodi","B","0"
"398","Italian (Red)",2001,"Sassicaia Tenuta San Guido 2001","B","0"
"399","Liqueurs",NA,"Chartreuse Green","","0"
"400","Liqueurs",NA,"Cointreau","","0"
"401","Liqueurs",NA,"Creme de Menthe","","0"
"402","Liqueurs",NA,"Drambuie","","0"
"403","Liqueurs",NA,"Grand Marnier","","0"
"404","Loire",2002,"Pouilly Fumé Château de Tracy 2002","C","0"
"405","Loire",2006,"Pouilly Fumé Les Cornets 2006 (Domaine Alain Cailbourdin)","B","0"
"406","Loire",2006,"Sancerre 2006 (Domaine Tissier)","B","0"
"407","Loire",2007,"Sancerre 2007 (Pascal et Nicolas Reverdy)","B","20"
"408","Loire",2010,"Sancerre Nuance 2010, Vincent Pinard","B","0"
"409","Loire",2010,"Vouvray Le Mont Sec 2010, Domaine Huet","B","0"
"410","Malt Whisky",NA,"Caol Ila 18 Year Old Single Malt","","0"
"411","Malt Whisky",NA,"Dalwhinnie 15 Year Old Single Malt","","1 and a half"
"412","Mosel",1990,"Serriger Würtzberg Riesling Auslese 1990, Saar Herrenberg, Bert Simon","A","0"
"413","Mosel",2001,"Bernkasteler Badstube Riesling Kabinett 2001 (Dr Thanisch)","B","0"
"414","Mosel",2001,"Graacher Himmelreich Riesling Spätlese 2001, JJ Prüm","B","3"
"415","Mosel",2001,"Scharzhofberger Riesling Spätlese 2001, von Hövel","B","0"
"416","Mosel",2001,"Wehlener Sonnenuhr Riesling Spätlese 2001, JJ Prüm","B","19"
"417","Mosel",2007,"Bernkasteler Badstube Riesling Kabinett 2007, (JJ Prüm)","B","1"
"418","Mosel",2007,"Maximin Grünhäuser Abtsberg Riesling Kabinett 2007 (Von Schubert)","B","6"
"419","Mosel",2007,"Maximin Grünhäuser Abtsberg Riesling Spätlese 2007 (Von Schubert)","B","0"
"420","Mosel",2007,"Serriger Herrenberg Riesling Spätlese Feinherb 2007 (Weingut Dr Siemens)","B","0"
"421","Mosel",2007,"Wehlener Sonnenuhr Riesling Spätlese 2007 (JJ Prüm)","B","2"
"422","Mosel",2011,"Roxheimer Höllenpfad Riesling Trocken 2011, Weingut Hermann Dönnhoff, Nahe","B","0"
"423","Mosel",2011,"Wehlener Sonnenuhr Riesling Spätlese 2011 (JJ Prüm)","B","0"
"424","New Zealand",2002,"Craggy Range Le Sol Syrah 2002, Hawkes Bay","B","0"
"425","New Zealand",2002,"Felton Road Chardonnay 2002, Central Otago","B","2"
"426","New Zealand",2002,"Wither Hills Chardonnay 2002, Marlborough","B","2"
"427","New Zealand",2003,"Avery Craggy Range Sauvignon Blanc 2003, Marlborough","B","1"
"428","New Zealand",2003,"Palliser Estate Sauvignon Blanc 2003","B","0"
"429","New Zealand",2004,"Dry River Pinot Noir 2004, Martinborough","B","0"
"430","New Zealand",2006,"Fromm Clayvin Vineyard Chardonnay 2006 Marlborough","B","8"
"431","New Zealand",2008,"Felton Road Chardonnay 2008, Central Otago","B","13"
"432","Port",1931,"Quinta do Noval, 1931","A1","0"
"433","Port",1935,"Graham 1935","A","0"
"434","Port",1945,"Graham 1945","A1","0"
"435","Port",1945,"Quinta do Noval, 1945","A1","0"
"436","Port",1945,"Warre 1945","A1","0"
"437","Port",1948,"Fonseca 1948","A1","0"
"438","Port",1955,"Taylor 1955","A1","0"
"439","Port",1977,"Dow 1977","A1","2"
"440","Port",1977,"Fonseca 1977","A1","10"
"441","Port",1977,"Quarles Harris 1977","B","0"
"442","Port",1977,"Taylor 1977","A","9"
"443","Port",1977,"Warre 1977","A","17"
"444","Port",1982,"Warres Quinta do Cavadinha 1982","A","0"
"445","Port",1983,"Dow 1983","B","10"
"446","Port",1983,"Fonseca 1983","B","9"
"447","Port",1983,"Graham 1983","A","0"
"448","Port",1983,"Taylor 1983","A","1"
"449","Port",1983,"Warre 1983","B","6"
"450","Port",1985,"Churchill 1985","B","3"
"451","Port",1985,"Cockburn 1985","B","4"
"452","Port",1985,"Croft 1985","B","2"
"453","Port",1985,"Fonseca 1985","A1","0"
"454","Port",1985,"Graham 1985","B","0"
"455","Port",1985,"Taylor 1985","A","0"
"456","Port",1985,"Warre 1985","A","0"
"457","Port",1994,"Fonseca 1994","B","0"
"458","Port",1994,"Graham 1994","B","0"
"459","Port",1994,"Quarles Harris 1994","B","0"
"460","Port",1994,"Taylor 1994","B","1"
"461","Port",1994,"Warre 1994","B","0"
"462","Port",1996,"Quinta do Vesuvio 1996","B","0"
"463","Port",2000,"Croft 2000","U","0"
"464","Port",2000,"Dow's 2000","U","0"
"465","Port",2000,"Fonseca 2000","U","0"
"466","Port",2000,"Taylor 2000","U","0"
"467","Reception Wines (Red)",2008,"Concha y Toro Merlot","C","657"
"468","Reception Wines (White)",2011,"Chapel Down Bacchus 2011/2012","C","1758"
"469","Rhein",2001,"Forster Jesuitengarten Riesling Kabinett 2001","B","8"
"470","Rhein",2001,"Schloss Johannisberger Riesling Spätlese Grünlack 2001","B","0"
"471","Rhône",1985,"Cornas 1985, Guy de Barjac","B","0"
"472","Rhône",1985,"Côte-Rôtie 1985, Domaine Emile Champet","B","0"
"473","Rhône",1986,"Côte-Rôtie 1986, Domaine Burgaud","B","0"
"474","Rhône",1986,"Hermitage 1986, Domaine des Remizières, (Desmeure Père et fils)","B","0"
"475","Rhône",1987,"Hermitage 1987, Jean-Louis Chave","B","8"
"476","Rhône",1988,"Côte-Rôtie 1988, Côte Brune et Blonde, P Gaillard","B","0"
"477","Rhône",1988,"Hermitage 1988,, Bernard Faurie","A","0"
"478","Rhône",1990,"Hermitage la Chapelle, 1990, Paul Jaboulet, Aîné","A1","0"
"479","Rhône",1995,"Crozes Hermitage Domaine Thalabert 1995","B","23"
"480","Rhône",1995,"Crozes Hermitage La Petite Ruche, Chapoutier 1995","B","0"
"481","Rhône",1998,"Chateauneuf du Pape, Clos des Papes 1998","B","10"
"482","Rhône",1998,"Côte Rôtie 1998, Robert & Patrick Jasmin","A","1"
"483","Rhône",1998,"Côtes du Rhône - Villages 1998, Cuvée Nôtre Dame de Cellettes (Domaine Sainte Anne)","B","0"
"484","Rhône",1998,"Côtes du Rhône 1998, Coudoulet de Beaucastel","C","0"
"485","Rhône",1998,"Gigondas 1998, Chateau du Trignon","B","3"
"486","Rhône",1998,"Gigondas 1998, Domaines Perrin","B","1"
"487","Rhône",2007,"Châteauneuf du Pape 2007, Domaine des Sénéchaux (Jean-Michel Cazes)","B","0"
"488","Rhône",2007,"Châteauneuf-du-Pape Chante Le Merle 2007, Bosquet des Papes","B","0"
"489","Rhône",2007,"Côte-Rôtie 2007, Domaine Jean-Michel Stephan","A","0"
"490","Rhône",2007,"Gigondas Pierre Aiguille 2007 (Paul Jaboulet Aîné)","B","0"
"491","Sauternes/Barsac",1967,"Château Suduiraut 1967, 1er Cru Classé, Sauternes","A","0"
"492","Sauternes/Barsac",1988,"Château Coutet 1988, 1er Cru Classé, Barsac","A","0"
"493","Sauternes/Barsac",1990,"Château Sigalas-Rabaud 1990, Ier Cru Classé, Sauternes","A","0"
"494","Sauternes/Barsac",1990,"Château Suduiraut 1990 Halves, 1er Cru Sauternes","A","0"
"495","Sauternes/Barsac",1997,"Château La Tour Blanche 1997, 1er Cru Classé, Sauternes","A","7"
"496","Sauternes/Barsac",1997,"Château Lafaurie Peyraguey 1997, 1er Cru Sauternes","A","6"
"497","Sauternes/Barsac",1997,"Château Rieussec 1997, 1er Cru Sauternes","A","1"
"498","Sauternes/Barsac",1997,"Château Suduiraut 1997, 1er Cru Sauternes","A","23"
"499","Sauternes/Barsac",2001,"Château Doisy-Daëne 2001, 2ème Cru, Barsac","B","0"
"500","Sauternes/Barsac",2001,"Château La Tour Blanche 2001 Half Bottles","B","0"
"501","Sauternes/Barsac",2001,"Château Lafaurie Peyraguey 2001, 1er Cru Sauternes","B","0"
"502","Sauternes/Barsac",2001,"Château Suduiraut 2001, 1er Cru, Sauternes","A","0"
"503","South African",2002,"Jordan Estate Chardonnay 2002, Stellenbosch","B","16"
"504","South African",2002,"Mont du Toit 2002, Wellington, Western Cape","B","0"
"505","South African",2003,"Hamilton Russell Pinot Noir 2003, Walker Bay","B","11"
"506","South African",2003,"Rustenberg Peter Barlow Cabernet Sauvignon 2003, Stellenbosch","B","0"
"507","South African",2008,"Hamilton Russell Chardonnay 2008, Walker Bay","B","4"
"508","Spanish",1991,"Pesquera Reserva 1991","B","0"
"509","Spanish",1999,"Vega Sicilia Cosecha Valbuena 1999","A","0"
"510","Spanish",2000,"Muga Rioja Reserva 2000, Seleccion Especial","B","4"
"511","Spanish",2000,"Ribera del Duero Alion Cosecha 2000","B","0"
"512","Spanish",2001,"Calvario Rioja 2001, Finca Allende","B","0"
"513","Sparkling Wines",1998,"Nyetimber Prestige Cuvée 1998","B","0"
"514","Sparkling Wines",1999,"Breaky Bottom Cuvée Rémy Alexandre 1999 Brut","C","0"
"515","Sparkling Wines",2001,"Chapel Down Pinot Reserve 2001","B","0"
"516","Sparkling Wines",2002,"Ridgeview Merret Fitzrovia Rosé 2002","C","1"
"517","Sparkling Wines",2004,"Ridgeview Cuvée Merret Fitzrovia Rosé 2004","C","0"
"518","Sparkling Wines",2005,"Nyetimber Classic Cuvée 2005","B","71"
"519","Sparkling Wines",2006,"Denbies Cubitt Reserve 2006","C","43"
"520","Sparkling Wines",2006,"Ridgeview Cuvée Merret Grosvenor 2006","C","0"
"521","Sparkling Wines",2007,"Nyetimber Classic Cuvée 2007","C","131"
"522","Sparkling Wines",2008,"Breaky Bottom Cuvée Princess Colonna Reserve 2008","C","0"
"523","Sparkling Wines",2008,"Camel Valley Pinot Noir 2008 Brut","C","12"
"524","Sparkling Wines",2009,"Ridgeview Grosvenor 2009 Brut","C","90"
"525","Sparkling Wines",2010,"Camel Valley Pinot Noir Rosé Brut 2010","C","33"
"526","Sparkling Wines",NA,"Nyetimber Demi Sec NV","C","73"
"527","Spirits and Aperitifs",NA,"Abelha Silver Cachaca","C","0"
"528","Spirits and Aperitifs",NA,"Bourbon","","0"
"529","Spirits and Aperitifs",NA,"Campari","","0"
"530","Spirits and Aperitifs",NA,"Dubonnet","","0"
"531","Spirits and Aperitifs",NA,"Martini Dry","","0"
"532","Spirits and Aperitifs",NA,"Pimm's No 1","","7"
"533","Spirits and Aperitifs",NA,"Vodka","","1"
"534","Spirits and Aperitifs",NA,"Gin","","48"
"535","Spirits and Aperitifs",NA,"Dewasakura Oka Sake Junmai-Ginso","B","0"
"536","Whisky (Various)",NA,"Scotch Whisky Blends","","7 and a half"
